PMID	DOI	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	ML_Check	Affs
30344052	10.1016/j.chembiol.2018.09.011	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Cell Biology and Biophysics Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany; EMBL, Heidelberg University, Heidelberg, Germany. /// Program in Chemical Biology, Oregon Health & Science University, Portland, OR 97210, USA; Department of Physiology and Pharmacology, Oregon Health & Science University, Portland, OR 97210, United States; European Molecular Biology Laboratory (EMBL), Cell Biology and Biophysics Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany.
30008292	10.1016/j.chom.2018.06.002	2018	2018	2019	2020	2018	2018	False	
30001516	10.1016/j.chom.2018.06.005	2018	2018	2019	2019		2018	True	Centre for Integrative Biology, University of Trento, 38123 Trento, Italy; European Molecular Biology Laboratory, Structural and Computational Biology Unit, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory, Structural and Computational Biology Unit, 69117 Heidelberg, Germany.
30078552	10.1016/j.cmet.2018.07.007	2018	2018		2019	2018	2018	True	Stanford University, School of Medicine, Department of Genetics and Stanford Genome Technology Center, Stanford, CA 94305, USA; European Molecular Biology Laboratory, Genome Biology Unit, 69117 Heidelberg, Germany.
30456317	10.1016/j.ctro.2018.10.006	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute, EMBL-EBI, Hinxton, UK.
29510113	10.1016/j.cub.2018.01.056	2018	2018		2019		2018	True	EMBL, Heidelberg, Germany. Electronic address: arendt@embl.de.
30399354	10.1016/j.cub.2018.08.034	2018	2018	2019	2019		2018	True	Cell Biology and Biophysics Unit, Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. /// Cell Biology and Biophysics Unit, Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. Electronic address: christian.haering@embl.de.
30393032	10.1016/j.cub.2018.09.026	2018	2018	2018	2019	2018	2018	True	Genome Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany; Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE-CONICET), Departamento de Fisiología, Biología Molecular y Celular, FCEyN, Universidad de Buenos Aires, Buenos Aires, Argentina. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton CB10 1SD, UK. /// Genome Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany. /// Genome Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany. Electronic address: furlong@embl.de.
29551561	10.1016/j.devcel.2018.02.012	2018	2018		2018	2018	2018	True	Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ), 69120 Heidelberg, Germany; European Molecular Biology Laboratory (EMBL), Genome Biology Unit, 69117 Heidelberg, Germany; German Cancer Consortium (DKTK), Core Center Heidelberg, 69120 Heidelberg, Germany.
29634935	10.1016/j.devcel.2018.02.015	2018	2018		2018		2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg 69117, Germany.
29738712	10.1016/j.devcel.2018.04.002	2018	2018		2020		2018	True	Institute of Science and Technology Austria, Am Campus 1, 3400 Klosterneuburg, Austria; EMBL Heidelberg, Meyerhofstraße 1, 69117 Heidelberg, Germany.
29787710	10.1016/j.devcel.2018.04.022	2018	2018	2019	2019		2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany. Electronic address: nedelec@embl.de.
29337199	10.1016/j.drudis.2018.01.032	2018	2018		2018	2018	2018	True	Open Targets, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK; European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. Electronic address: niki@ebi.ac.uk. /// Open Targets, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK; European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
29425702	10.1016/j.ejmg.2018.01.013	2018	2018		2019	2018	2018	True	European Bioinformatics Institute, European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom.
29753045	10.1016/j.ejphar.2018.05.007	2018	2018		2018	2018	2018	True	Department of Pediatric Cardiology, University Hospital Heidelberg, Im Neuenheimer Feld 430, 69120 Heidelberg, Germany; Centre for Organismal Studies, Heidelberg University, Im Neuenheimer Feld 230, 69120 Heidelberg, Germany; Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany; Molecular Medicine Partnership Unit, EMBL and Heidelberg University, Im Neuenheimer Feld 350, 69120 Heidelberg, Germany.
30135864	10.1016/j.eml.2018.02.003	2018	2018	2018	2018		2018	False	
30193848	10.1016/j.immuni.2018.08.004	2018	2018	2018	2019	2018	2018	False	
29378288	10.1016/j.jaci.2017.12.992	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, United Kingdom. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, United Kingdom; State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences-Beijing (PHOENIX Center), Beijing Institute of Radiation Medicine, Beijing, China. Electronic address: hhe@ebi.ac.uk.
29559343	10.1016/j.jid.2018.03.1499	2018	2018		2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany; Translational Lung Research Center Heidelberg, German Center for Lung Research (DZL).
30017920	10.1016/j.jmb.2018.07.008	2018	2018	2020	2020	2018	2018	True	European Molecular Biology Laboratory, Hamburg Unit, Notkestrasse 85, D-22607 Hamburg, Germany.
30021116	10.1016/j.jmb.2018.07.014	2018	2018		2019	2018	2018	True	European Molecular Biological Laboratory, Hamburg Outstation, Notkestrasse 85, Hamburg 22603, Germany.
30419243	10.1016/j.jmb.2018.11.003	2018	2018	2020	2020	2018	2018	True	European Molecular Biology Laboratory, Hamburg Unit, Hamburg 22607, Germany. /// European Molecular Biology Laboratory, Hamburg Unit, Hamburg 22607, Germany. Electronic address: parret@embl-hamburg.de.
30471255	10.1016/j.jmb.2018.11.018	2018	2018		2020	2018	2018	True	Lunenfeld Tanenbaum Research Institute. Mount Sinai Hospital, Toronto, ON M5G 1X5, Canada; Department of Molecular Genetics. University of Toronto, Toronto, ON M5S 3E1, Canada; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), CB10 1SD, Hinxton, UK.
NA	10.1016/j.jmmm.2017.10.052							NA	NA
29545204	10.1016/j.jsb.2018.03.004	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) Heidelberg, Protein Expression and Purification Core Facility, 69117 Heidelberg, Germany.
30114512	10.1016/j.jsb.2018.08.010	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, CB10 1SD England, United Kingdom.
NA	10.1016/j.jsb.2018.11.002							NA	NA
29452638	10.1016/j.molcel.2018.01.034	2018	2018	2018	2019		2018	True	Joint Research Centre for Computational Biomedicine, Faculty of Medicine, RWTH Aachen University, 52074 Aachen, Germany; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, UK.
29547724	10.1016/j.molcel.2018.02.022	2018	2018		2019		2018	True	Bayer, Düsseldorferstr. 500, Geb. 151, 51061 Köln, Germany; Biological Small Angle Scattering, European Molecular Biology Laboratory, Notkestr. 85, Geb. 25a, 22607 Hamburg, Germany. /// Biological Small Angle Scattering, European Molecular Biology Laboratory, Notkestr. 85, Geb. 25a, 22607 Hamburg, Germany.
29677489	10.1016/j.molcel.2018.04.004	2018	2018		2019		2018	True	Developmental Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Developmental Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. Electronic address: justin.crocker@embl.de.
30008319	10.1016/j.molcel.2018.06.003	2018	2018	2018	2020	2018	2018	True	Wellcome-MRC Stem Cell Institute, University of Cambridge, Gleeson Building, Tennis Court Road, Cambridge CB2 1QR, UK; European Bioinformatics Institute, European Molecular Biology Laboratory (EMBL), Wellcome Trust Genome Campus, Cambridge CB10 1SD, UK. /// Wellcome-MRC Stem Cell Institute, University of Cambridge, Gleeson Building, Tennis Court Road, Cambridge CB2 1QR, UK; European Bioinformatics Institute, European Molecular Biology Laboratory (EMBL), Wellcome Trust Genome Campus, Cambridge CB10 1SD, UK. Electronic address: bertone@stemcells.cam.ac.uk.
30197299	10.1016/j.molcel.2018.08.004	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, 38042 Grenoble, France.
30595434	10.1016/j.molcel.2018.11.013	2019	2019	2019	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany; German Cancer Research Center (DKFZ), 69121 Heidelberg, Germany; CECAD Research Center, University of Cologne, 50931 Cologne, Germany. /// European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany; German Cancer Research Center (DKFZ), 69121 Heidelberg, Germany.
29503192	10.1016/j.neuron.2018.02.010	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, D-22607 Hamburg, Germany. /// European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, D-22607 Hamburg, Germany. Electronic address: r.meijers@embl-hamburg.de.
30008298	10.1016/j.neuron.2018.06.004	2018	2018	2018	2020	2018	2018	True	European Molecular Biology Laboratory (EMBL), Meyerhofstr. 1, Heidelberg 69117, Germany; German Cancer Research Center (DKFZ), Im Neuenheimer Feld 581, Heidelberg 69120, Germany; CECAD Research Center, University of Cologne, Joseph-Stelzmann-Str. 26, Cologne 50931, Germany. /// European Molecular Biology Laboratory (EMBL), Meyerhofstr. 1, Heidelberg 69117, Germany; German Cancer Research Center (DKFZ), Im Neuenheimer Feld 581, Heidelberg 69120, Germany; Excellence Cluster CellNetworks, University of Heidelberg, Im Neuenheimer Feld 581, Heidelberg 69120, Germany. Electronic address: j.krijgsveld@dkfz.de.
30057203	10.1016/j.neuron.2018.07.001	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 15D, UK.
30326240	10.1016/j.neuropharm.2018.10.018	2018	2018		2019	2018	2018	True	Mouse Biology Unit, European Molecular Biology Laboratory (EMBL) 00015 Monterotondo, Italy.
30472430	10.1016/j.neuroscience.2018.11.022	2018	2018		2019	2018	2018	True	Department of Experimental Neuroscience, Fondazione Santa Lucia, Rome, Italy; Epigenetics & Neurobiology Unit, European Molecular Biology Laboratory, EMBL-Rome, Italy. /// Epigenetics & Neurobiology Unit, European Molecular Biology Laboratory, EMBL-Rome, Italy.
29908915	10.1016/j.pep.2018.06.009	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) Hamburg Outstation, Hamburg, Germany.
30453274	10.1016/j.protis.2018.08.003	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, Heidelberg, Germany.
29578097	10.1016/j.pvr.2018.03.008	2018	2018	2018	2019	2018	2018	True	EMBL-DKFZ Chemical Biology Core Facility, European Molecular Biology Laboratory, D-69117 Heidelberg, Germany.
30576927	10.1016/j.redox.2018.101071	2018	2018	2018	2019	2018	2018	True	Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry, Moscow 117997, Russia; European Molecular Biology Laboratory, Heidelberg 69117, Germany.
29316484	10.1016/j.sbi.2017.12.008	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, UK. Electronic address: pbeltrao@ebi.ac.uk.
30015202	10.1016/j.sbi.2018.07.002	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstraße 1, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstraße 1, 69117 Heidelberg, Germany. Electronic address: cmueller@embl.de.
30103204	10.1016/j.sbi.2018.07.012	2018	2018		2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany; Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. Electronic address: martin.beck@embl.de. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany; Hamburg Unit c/o DESY, European Molecular Biology Laboratory, Center for Structural Systems Biology (CSSB), Notkestrasse 85, 22607, Hamburg, Germany. Electronic address: jan.kosinski@embl.de.
30339965	10.1016/j.sbi.2018.08.009	2018	2018		2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany. Electronic address: julia.mahamid@embl.de.
30317035	10.1016/j.semcancer.2018.10.001	2018	2018		2019	2018	2018	True	Department of Experimental Medicine and Surgery, University of Rome "Tor Vergata", Via Montpellier, 1, 00133, Rome, Italy; European Molecular Biology Laboratory (EMBL), Adriano Buzzati-Traverso Campus, Monterotondo, Rome, Italy.
30597439	10.1016/j.sleep.2018.08.029	2019	2019		2019	2018	2018	True	UCL Cancer Institute, 72 Huntley Street, London, UK; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, UK.
30122475	10.1016/j.stem.2018.07.004	2018	2018		2019	2018	2018	True	EMBL-European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, UK.
29320760	10.1016/j.stemcr.2017.12.002	2018	2018	2018	2018		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30595546	10.1016/j.stemcr.2018.11.020	2019	2019	2019	2020	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, UK; St Vincent's Institute of Medical Research, Fitzroy, VIC 3065, Australia.
29307485	10.1016/j.str.2017.12.003	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 avenue des Martyrs, 38042 Grenoble, France. /// European Molecular Biology Laboratory, Hamburg Unit, Notkestrasse 85, Hamburg 22607, Germany; Federal Scientific Research Centre "Crystallography and Photonics" of Russian Academy of Sciences, Leninsky Prospect 59, 119333 Moscow, Russian Federation; A. N. Frumkin Institute of Physical Chemistry and Electrochemistry RAS, Leninsky Prospect 31, 119071 Moscow, Russian Federation; N.N. Semenov Institute of Chemical Physics of Russian Academy of Sciences, Kosygina Street 4, 119991 Moscow, Russian Federation. /// European Molecular Biology Laboratory, Grenoble Outstation, 71 avenue des Martyrs, 38042 Grenoble, France. Electronic address: andrewmc@embl.fr.
29413323	10.1016/j.str.2018.01.007	2018	2018	2018	2018		2018	True	Centre for Structural Systems Biology (CSSB), DESY, Notkestrasse 85, 22607 Hamburg, Germany; European Molecular Biology Laboratory Hamburg, Notkestrasse 85, 22607 Hamburg, Germany. /// European Molecular Biology Laboratory Hamburg, Notkestrasse 85, 22607 Hamburg, Germany. /// Centre for Structural Systems Biology (CSSB), DESY, Notkestrasse 85, 22607 Hamburg, Germany; European Molecular Biology Laboratory Hamburg, Notkestrasse 85, 22607 Hamburg, Germany; Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Scheeles väg 2, 17177 Stockholm, Sweden. Electronic address: christian.loew@embl-hamburg.de.
29478821	10.1016/j.str.2018.01.016	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) Hamburg Outstation, DESY, Hamburg, Germany.
29551288	10.1016/j.str.2018.02.009	2018	2018	2018	2019	2018	2018	True	EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK. Electronic address: tyzack@ebi.ac.uk. /// EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK.
29937358	10.1016/j.str.2018.05.007	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory Hamburg, Notkestrasse 85, 22607 Hamburg, Germany.
30639226	10.1016/j.str.2018.11.013	2019	2019		2019	2019	2019	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany; Collaboration for Joint PhD Degree between EMBL and Heidelberg University, Faculty of Biosciences, 69120 Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Grenoble Outstation, BP 181, 38042 Grenoble, France. /// European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany. Electronic address: cmueller@embl.de.
29429564	10.1016/j.syapm.2017.12.004	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genomics Core Facility, Meyerhofstr. 1, D-69117 Heidelberg, Germany.
29605547	10.1016/j.tcb.2018.02.008	2018	2018		2019	2018	2018	True	EMBL Heidelberg, Meyerhofstraße 1, 69117 Heidelberg, Germany; Joint first authors. /// EMBL Heidelberg, Meyerhofstraße 1, 69117 Heidelberg, Germany. Electronic address: hiiragi@embl.de.
30581056	10.1016/j.tem.2018.11.005	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, UK; These authors contributed equally to this work. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, UK; Institute of Healthy Aging, Department of Genetics, Evolution and Environment, University College London, London, UK; These authors contributed equally to this work. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, UK. Electronic address: thornton@ebi.ac.uk.
29551226	10.1016/j.vaccine.2018.02.087	2018	2018		2018	2018	2018	True	EMBL-DKFZ Chemical Biology Core Facility, European Molecular Biology Laboratory, Heidelberg, Germany.
30529233	10.1016/j.ydbio.2018.12.001	2018	2018		2020	2018	2018	True	Director's Research Unit, European Molecular Biology Laboratory (EMBL), Meyerhofstr. 1, 69117 Heidelberg, Germany; Collaboration for Joint PhD degree from EMBL and Heidelberg University, Faculty of Biosciences, Germany.
30149001	10.1016/j.yexcr.2018.08.029	2018	2018		2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
29807024	10.1016/j.yjmcc.2018.05.015	2018	2018	2018	2019	2018	2018	False	
30472253	10.1016/j.yjmcc.2018.11.013	2018	2018		2020	2018	2018	True	Department of Pediatric Cardiology, University Hospital Heidelberg, Im Neuenheimer Feld 430, 69120 Heidelberg, Germany; Centre for Organismal Studies, Heidelberg University, Im Neuenheimer Feld 230, 69120 Heidelberg, Germany; Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany; Molecular Medicine Partnership Unit, EMBL and Heidelberg University, Im Neuenheimer Feld 350, 69120 Heidelberg, Germany.
29534903	10.1016/j.ymben.2018.03.006	2018	2018		2019	2018	2018	True	Technical University of Denmark, Novo Nordisk Foundation Center for Biosustainability, Kongens Lyngby, Denmark; European Molecular Biology Laboratory, Structural and Computation Biology Unit, Heidelberg, Germany. /// European Molecular Biology Laboratory, Structural and Computation Biology Unit, Heidelberg, Germany. /// European Molecular Biology Laboratory, Structural and Computation Biology Unit, Heidelberg, Germany. Electronic address: patil@embl.de.
29688703	10.1021/acs.analchem.7b04689	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) , Genome Biology Unit , Heidelberg , Germany 69117.
30188119	10.1021/acs.analchem.8b03224	2018	2018		2019	2018	2018	True	Structural and Computational Biology Unit , European Molecular Biology Laboratory , Heidelberg , 69117 Germany.
29932646	10.1021/acs.biochem.8b00397	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory , Cell Biology & Biophysics Unit , Meyerhofstrasse 1 , 69117 Heidelberg , Germany.
29381335	10.1021/acs.biomac.7b01579	2018	2018		2018	2018	2018	True	European Molecular Biology Laboratory, Hamburg Outstation, c/o Deutsches Elektronen-Synchrotron, Notkestr. 85, 22607 Hamburg, Germany.
29377672	10.1021/acs.chemrev.7b00499	2018	2018		2019	2018	2018	True	EMBL Grenoble , 71 Avenue des Martyrs , 38042 Grenoble Cedex 09 , France.
30296079	10.1021/acs.jafc.8b03099	2018	2018		2018	2018	2018	True	European Molecular Biology Laboratory , Heidelberg 69117 , Germany.
29294268	10.1021/acs.jctc.7b00750	2018	2018		2018	2018	2018	True	Structural and Computational Biology Unit, EMBL Heidelberg , Meyerhofstrasse 1, 69117 Heidelberg, Germany.
29498278	10.1021/acs.jnatprod.7b00737	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, EMBL , Heidelberg , Germany.
30427196	10.1021/acs.jpcb.8b08308	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Outstation, c/o DESY , Hamburg 22607 , Germany.
29589942	10.1021/acs.jpclett.8b00512	2018	2018		2018	2018	2018	False	
30070842	10.1021/acs.jpclett.8b02145	2018	2018		2018	2018	2018	True	European Molecular Biology Laboratory (EMBL) , Hamburg Outstation c/o DESY , 22607 Hamburg , Germany.
29682973	10.1021/acs.jproteome.7b00824	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory , European Bioinformatics Institute (EMBL-EBI) , Wellcome Trust Genome Campus , Hinxton, Cambridge CB10 1SD , United Kingdom.
29397739	10.1021/acs.jproteome.7b00851	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI) , Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
29631402	10.1021/acs.jproteome.7b00899	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory , European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus , Hinxton, Cambridge CB10 1SD , United Kingdom.
30270626	10.1021/acs.jproteome.8b00485	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory , European Bioinformatics Institute , Wellcome Trust Genome Campus , Hinxton , Cambridge CB10 1SD , United Kingdom.
30474983	10.1021/acs.jproteome.8b00723	2018	2018		2020	2018	2018	True	EMBL Outstation, European Bioinformatics Institute, Proteomics Services, Wellcome Trust Genome Campus , Hinxton, Cambridge , United Kingdom.
NA	10.1021/acscatal.8b01612							NA	NA
29378392	10.1021/acschembio.7b01007	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) Heidelberg , 69117 Heidelberg , Germany.
29562136	10.1021/acschembio.8b00029	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) , Hamburg Outstation , c/o DESY , Hamburg , Germany , 22067.
NA	10.1021/acssuschemeng.8b01354							NA	NA
30224727	10.1038/d41586-018-06108-7	2018	2018		2018		2018	False	
29497170	10.1038/emm.2017.290	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, UK.
29342133	10.1038/nature25193	2018	2018		2018	2018	2018	True	Developmental Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany.
29345638	10.1038/nature25440	2018	2018	2018	2018		2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, 69117 Heidelberg, Germany.
29489754	10.1038/nature25480	2018	2018		2018	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany.
29555994	10.1038/nature25979	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, Genome Biology Unit, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory, Structural and Computational Biology Unit, 69117 Heidelberg, Germany.
29539636	10.1038/nature25981	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany.
29608177	10.1038/nbt.4091	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, UK.
29734294	10.1038/nbt.4137	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany.
30556814	10.1038/nbt.4306	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, UK. /// European Molecular Biology Laboratory, Heidelberg, Germany.
29553579	10.1038/nmeth.4636	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, UK.
29630062	10.1038/nmeth.4661	2018	2018	2018	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
29446774	10.1038/nprot.2017.147	2018	2018		2019	2018	2018	True	Genome Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
29494575	10.1038/nprot.2017.149	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridge, UK.
29844523	10.1038/nprot.2018.040	2018	2018	2019	2019	2018	2018	True	EMBL, Heidelberg, Germany.
29844520	10.1038/nprot.2018.042	2018	2018	2019	2019	2018	2018	True	EMBL, Heidelberg, Germany.
29472638	10.1038/nrd.2018.14	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, UK.
29339797	10.1038/nrm.2017.130	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory-Australia Collaborating Group, Department of Genome Sciences, The John Curtin School of Medical Research, The Australian National University, Acton (Canberra) Australian Capital Territory 2601, Australia.
29789651	10.1038/s41375-018-0037-9	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute, Computational and Cancer Biology, Cambridge, UK.
29632341	10.1038/s41375-018-0049-5	2018	2018		2019	2018	2018	True	Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30111844	10.1038/s41375-018-0230-x	2018	2018		2019	2018	2018	True	Genomics Core Facility, EMBL Heidelberg, Heidelberg, Germany.
30302241	10.1038/s41377-018-0068-z	2018	2018	2018	2018	2018	2018	False	
29743612	10.1038/s41385-018-0020-9	2018	2018		2019	2018	2018	False	
29348581	10.1038/s41396-017-0039-z	2018	2018	2018	2019	2018	2018	False	
29479476	10.1038/s41421-017-0008-8	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, D-22607 Hamburg, Germany.
29928511	10.1038/s41421-018-0032-3	2018	2018	2018	2018	2018	2018	True	EMBL European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, CB10 1SD, Cambridge, UK.
29946186	10.1038/s41431-018-0139-x	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL) Heidelberg, Meyerhorfstrasse, 1, 69117, Heidelberg, Germany.
